lon	lat	pop	x_idx	y_idx
-87.6696325757	41.8032950604	785	16	9
-87.6666890954	41.8032950604	1016	17	9
-87.6637456152	41.8032950604	625	18	9
-87.6608021349	41.8032950604	465	19	9
-87.6578586547	41.8032950604	438	20	9
-87.6549151744	41.8032950604	383	21	9
-87.6519716941	41.8032950604	204	22	9
-87.6490282139	41.8032950604	188	23	9
-87.6460847336	41.8032950604	214	24	9
-87.6431412534	41.8032950604	213	25	9
-87.6401977731	41.8032950604	0	26	9
-87.6372542928	41.8032950604	0	27	9
-87.6343108126	41.8032950604	108	28	9
-87.6313673323	41.8032950604	6	29	9
-87.6284238521	41.8032950604	0	30	9
-87.6254803718	41.8032950604	0	31	9
-87.6225368915	41.8032950604	304	32	9
-87.6195934113	41.8032950604	260	33	9
-87.616649931	41.8032950604	362	34	9
-87.6137064508	41.8032950604	109	35	9
-87.6107629705	41.8032950604	527	36	9
-87.6078194902	41.8032950604	677	37	9
-87.60487601	41.8032950604	206	38	9
-87.6019325297	41.8032950604	330	39	9
-87.5989890495	41.8032950604	489	40	9
-87.7167282599	41.801101593	458	0	10
-87.7137847796	41.801101593	21	1	10
-87.7108412993	41.801101593	43	2	10
-87.7078978191	41.801101593	167	3	10
-87.7049543388	41.801101593	56	4	10
-87.7020108586	41.801101593	15	5	10
-87.6990673783	41.801101593	0	6	10
-87.696123898	41.801101593	333	7	10
-87.6931804178	41.801101593	584	8	10
-87.6902369375	41.801101593	423	9	10
-87.6872934573	41.801101593	404	10	10
-87.684349977	41.801101593	100	11	10
-87.6814064967	41.801101593	164	12	10
-87.6784630165	41.801101593	330	13	10
-87.6755195362	41.801101593	312	14	10
-87.672576056	41.801101593	568	15	10
-87.6696325757	41.801101593	399	16	10
-87.6666890954	41.801101593	441	17	10
-87.6637456152	41.801101593	173	18	10
-87.6608021349	41.801101593	218	19	10
-87.6578586547	41.801101593	229	20	10
-87.6549151744	41.801101593	212	21	10
-87.6519716941	41.801101593	195	22	10
-87.6490282139	41.801101593	219	23	10
-87.6460847336	41.801101593	125	24	10
-87.6431412534	41.801101593	226	25	10
-87.6401977731	41.801101593	76	26	10
-87.6372542928	41.801101593	0	27	10
-87.6343108126	41.801101593	82	28	10
-87.6313673323	41.801101593	10	29	10
-87.6284238521	41.801101593	9	30	10
-87.6254803718	41.801101593	96	31	10
-87.6225368915	41.801101593	392	32	10
-87.6195934113	41.801101593	322	33	10
-87.616649931	41.801101593	814	34	10
-87.6137064508	41.801101593	0	35	10
-87.6107629705	41.801101593	0	36	10
-87.6078194902	41.801101593	0	37	10
-87.60487601	41.801101593	309	38	10
-87.6019325297	41.801101593	817	39	10
-87.5989890495	41.801101593	935	40	10
-87.7167282599	41.7989081257	1067	0	11
-87.7137847796	41.7989081257	176	1	11
-87.7108412993	41.7989081257	649	2	11
-87.7078978191	41.7989081257	1107	3	11
-87.7049543388	41.7989081257	473	4	11
-87.7020108586	41.7989081257	1081	5	11
-87.6990673783	41.7989081257	1161	6	11
-87.696123898	41.7989081257	766	7	11
-87.6931804178	41.7989081257	742	8	11
-87.6902369375	41.7989081257	804	9	11
-87.6872934573	41.7989081257	1065	10	11
-87.684349977	41.7989081257	531	11	11
-87.6814064967	41.7989081257	77	12	11
-87.6784630165	41.7989081257	238	13	11
-87.6755195362	41.7989081257	190	14	11
-87.672576056	41.7989081257	194	15	11
-87.6696325757	41.7989081257	285	16	11
-87.6666890954	41.7989081257	449	17	11
-87.6637456152	41.7989081257	172	18	11
-87.6608021349	41.7989081257	250	19	11
-87.6578586547	41.7989081257	15	20	11
-87.6549151744	41.7989081257	168	21	11
-87.6519716941	41.7989081257	148	22	11
-87.6490282139	41.7989081257	284	23	11
-87.6460847336	41.7989081257	246	24	11
-87.6431412534	41.7989081257	124	25	11
-87.6401977731	41.7989081257	14	26	11
-87.6372542928	41.7989081257	0	27	11
-87.6343108126	41.7989081257	105	28	11
-87.6313673323	41.7989081257	174	29	11
