lon	lat	pop	x_idx	y_idx
-87.6689872076	41.9482775038	464	29	11
-87.6659630452	41.9482775038	479	30	11
-87.6629388827	41.9482775038	350	31	11
-87.6599147203	41.9482775038	656	32	11
-87.6568905578	41.9482775038	329	33	11
-87.6538663953	41.9482775038	303	34	11
-87.6508422329	41.9482775038	254	35	11
-87.6478180704	41.9482775038	1556	36	11
-87.644793908	41.9482775038	2849	37	11
-87.6417697455	41.9482775038	0	38	11
-87.6387455831	41.9482775038	0	39	11
-87.6357214206	41.9482775038	0	40	11
-87.7566879188	41.9460291998	1041	0	12
-87.7536637563	41.9460291998	528	1	12
-87.7506395939	41.9460291998	461	2	12
-87.7476154314	41.9460291998	237	3	12
-87.744591269	41.9460291998	568	4	12
-87.7415671065	41.9460291998	107	5	12
-87.7385429441	41.9460291998	64	6	12
-87.7355187816	41.9460291998	297	7	12
-87.7324946191	41.9460291998	330	8	12
-87.7294704567	41.9460291998	460	9	12
-87.7264462942	41.9460291998	259	10	12
-87.7234221318	41.9460291998	251	11	12
-87.7203979693	41.9460291998	492	12	12
-87.7173738069	41.9460291998	0	13	12
-87.7143496444	41.9460291998	0	14	12
-87.711325482	41.9460291998	55	15	12
-87.7083013195	41.9460291998	56	16	12
-87.7052771571	41.9460291998	556	17	12
-87.7022529946	41.9460291998	232	18	12
-87.6992288322	41.9460291998	47	19	12
-87.6962046697	41.9460291998	0	20	12
-87.6931805072	41.9460291998	0	21	12
-87.6901563448	41.9460291998	73	22	12
-87.6871321823	41.9460291998	410	23	12
-87.6841080199	41.9460291998	578	24	12
-87.6810838574	41.9460291998	442	25	12
-87.678059695	41.9460291998	686	26	12
-87.6750355325	41.9460291998	314	27	12
-87.6720113701	41.9460291998	346	28	12
-87.6689872076	41.9460291998	397	29	12
-87.6659630452	41.9460291998	432	30	12
-87.6629388827	41.9460291998	751	31	12
-87.6599147203	41.9460291998	794	32	12
-87.6568905578	41.9460291998	406	33	12
-87.6538663953	41.9460291998	850	34	12
-87.6508422329	41.9460291998	1078	35	12
-87.6478180704	41.9460291998	505	36	12
-87.644793908	41.9460291998	2014	37	12
-87.6417697455	41.9460291998	842	38	12
-87.6387455831	41.9460291998	0	39	12
-87.6357214206	41.9460291998	0	40	12
-87.7566879188	41.9437808958	1094	0	13
-87.7536637563	41.9437808958	934	1	13
-87.7506395939	41.9437808958	949	2	13
-87.7476154314	41.9437808958	253	3	13
-87.744591269	41.9437808958	365	4	13
-87.7415671065	41.9437808958	272	5	13
-87.7385429441	41.9437808958	164	6	13
-87.7355187816	41.9437808958	434	7	13
-87.7324946191	41.9437808958	366	8	13
-87.7294704567	41.9437808958	517	9	13
-87.7264462942	41.9437808958	547	10	13
-87.7234221318	41.9437808958	518	11	13
-87.7203979693	41.9437808958	665	12	13
-87.7173738069	41.9437808958	314	13	13
-87.7143496444	41.9437808958	0	14	13
-87.711325482	41.9437808958	0	15	13
-87.7083013195	41.9437808958	182	16	13
-87.7052771571	41.9437808958	324	17	13
-87.7022529946	41.9437808958	55	18	13
-87.6992288322	41.9437808958	0	19	13
-87.6962046697	41.9437808958	0	20	13
-87.6931805072	41.9437808958	103	21	13
-87.6901563448	41.9437808958	0	22	13
-87.6871321823	41.9437808958	350	23	13
-87.6841080199	41.9437808958	661	24	13
-87.6810838574	41.9437808958	458	25	13
-87.678059695	41.9437808958	716	26	13
-87.6750355325	41.9437808958	494	27	13
-87.6720113701	41.9437808958	473	28	13
-87.6689872076	41.9437808958	562	29	13
-87.6659630452	41.9437808958	835	30	13
-87.6629388827	41.9437808958	581	31	13
-87.6599147203	41.9437808958	610	32	13
-87.6568905578	41.9437808958	701	33	13
-87.6538663953	41.9437808958	283	34	13
-87.6508422329	41.9437808958	1067	35	13
-87.6478180704	41.9437808958	1336	36	13
-87.644793908	41.9437808958	485	37	13
-87.6417697455	41.9437808958	2146	38	13
-87.6387455831	41.9437808958	0	39	13
-87.6357214206	41.9437808958	0	40	13
-87.7566879188	41.9415325918	1408	0	14
-87.7536637563	41.9415325918	677	1	14
-87.7506395939	41.9415325918	418	2	14
-87.7476154314	41.9415325918	530	3	14
-87.744591269	41.9415325918	350	4	14
-87.7415671065	41.9415325918	61	5	14
-87.7385429441	41.9415325918	496	6	14
-87.7355187816	41.9415325918	408	7	14
-87.7324946191	41.9415325918	705	8	14
-87.7294704567	41.9415325918	543	9	14
-87.7264462942	41.9415325918	518	10	14
-87.7234221318	41.9415325918	724	11	14
-87.7203979693	41.9415325918	548	12	14
-87.7173738069	41.9415325918	883	13	14
-87.7143496444	41.9415325918	146	14	14
-87.711325482	41.9415325918	0	15	14
-87.7083013195	41.9415325918	91	16	14
-87.7052771571	41.9415325918	955	17	14
-87.7022529946	41.9415325918	496	18	14
-87.6992288322	41.9415325918	383	19	14
-87.6962046697	41.9415325918	389	20	14
-87.6931805072	41.9415325918	0	21	14
-87.6901563448	41.9415325918	0	22	14
-87.6871321823	41.9415325918	401	23	14
-87.6841080199	41.9415325918	689	24	14
-87.6810838574	41.9415325918	614	25	14
-87.678059695	41.9415325918	723	26	14
-87.6750355325	41.9415325918	421	27	14
-87.6720113701	41.9415325918	587	28	14
-87.6689872076	41.9415325918	646	29	14
-87.6659630452	41.9415325918	604	30	14
-87.6629388827	41.9415325918	614	31	14
-87.6599147203	41.9415325918	670	32	14
-87.6568905578	41.9415325918	1066	33	14
-87.6538663953	41.9415325918	813	34	14
-87.6508422329	41.9415325918	1104	35	14
-87.6478180704	41.9415325918	1098	36	14
-87.644793908	41.9415325918	211	37	14
-87.6417697455	41.9415325918	2553	38	14
-87.6387455831	41.9415325918	706	39	14
-87.6357214206	41.9415325918	0	40	14
-87.7566879188	41.9392842878	1220	0	15
-87.7536637563	41.9392842878	55	1	15
-87.7506395939	41.9392842878	349	2	15
-87.7476154314	41.9392842878	410	3	15
-87.744591269	41.9392842878	440	4	15
-87.7415671065	41.9392842878	270	5	15
-87.7385429441	41.9392842878	410	6	15
-87.7355187816	41.9392842878	235	7	15
-87.7324946191	41.9392842878	656	8	15
-87.7294704567	41.9392842878	598	9	15
-87.7264462942	41.9392842878	487	10	15
-87.7234221318	41.9392842878	287	11	15
-87.7203979693	41.9392842878	949	12	15
-87.7173738069	41.9392842878	454	13	15
-87.7143496444	41.9392842878	582	14	15
-87.711325482	41.9392842878	414	15	15
-87.7083013195	41.9392842878	269	16	15
-87.7052771571	41.9392842878	49	17	15
-87.7022529946	41.9392842878	563	18	15
-87.6992288322	41.9392842878	490	19	15
-87.6962046697	41.9392842878	452	20	15
-87.6931805072	41.9392842878	79	21	15
-87.6901563448	41.9392842878	53	22	15
-87.6871321823	41.9392842878	270	23	15
-87.6841080199	41.9392842878	442	24	15
-87.6810838574	41.9392842878	716	25	15
-87.678059695	41.9392842878	938	26	15
-87.6750355325	41.9392842878	341	27	15
-87.6720113701	41.9392842878	551	28	15
-87.6689872076	41.9392842878	462	29	15
-87.6659630452	41.9392842878	584	30	15
-87.6629388827	41.9392842878	740	31	15
-87.6599147203	41.9392842878	598	32	15
-87.6568905578	41.9392842878	712	33	15
-87.6538663953	41.9392842878	652	34	15
-87.6508422329	41.9392842878	434	35	15
-87.6478180704	41.9392842878	1243	36	15
-87.644793908	41.9392842878	691	37	15
-87.6417697455	41.9392842878	1764	38	15
-87.6387455831	41.9392842878	2151	39	15
-87.6357214206	41.9392842878	0	40	15
-87.7566879188	41.9370359838	1666	0	16
-87.7536637563	41.9370359838	474	1	16
-87.7506395939	41.9370359838	498	2	16
-87.7476154314	41.9370359838	622	3	16
-87.744591269	41.9370359838	1418	4	16
-87.7415671065	41.9370359838	424	5	16
-87.7385429441	41.9370359838	801	6	16
-87.7355187816	41.9370359838	496	7	16
-87.7324946191	41.9370359838	782	8	16
-87.7294704567	41.9370359838	411	9	16
-87.7264462942	41.9370359838	464	10	16
-87.7234221318	41.9370359838	1299	11	16
